ID,Date,City,Street,SKU,Units,Cost_Per_Unit
POS-05598,2023-02-14,Kathmandu-DurbarMarg,King's Way 101,Smart-Hub,9,313.2915705319417
POS-05599,2023-02-25,Pokhara-Lakeside,Baidam Street 6,4K-TV,6,4105.331593441716
POS-05600,2023-11-26,Butwal-Chowk,Traffic Chowk E,4K-TV,8,1958.5727280664928
POS-05601,2023-06-06,Kathmandu-DurbarMarg,King's Way 101,Solar-Battery,2,3531.221331938653
POS-05602,2023-05-09,Biratnagar-Main,Hospital Rd,Smart-Hub,2,75.73021414213781
POS-05603,2023-02-18,Butwal-Chowk,Traffic Chowk E,Gaming-Console,1,3565.630186647632
POS-05604,2023-09-12,Butwal-Chowk,Traffic Chowk E,Drone-HD,6,169.16388570569148
POS-05605,2023-03-09,Butwal-Chowk,Traffic Chowk E,Drone-HD,4,3603.7266387342024
POS-05606,2023-08-04,Pokhara-Lakeside,Baidam Street 6,4K-TV,8,3932.288946500801
POS-05607,2023-02-20,Kathmandu-DurbarMarg,King's Way 101,Smart-Hub,8,587.2076468501057
POS-05608,2023-03-17,Pokhara-Lakeside,Baidam Street 6,Smart-Hub,1,2984.855759712743
POS-05609,2023-11-22,Pokhara-Lakeside,Baidam Street 6,Drone-HD,7,279.2563628829837
POS-05610,2023-08-22,Kathmandu-DurbarMarg,King's Way 101,Drone-HD,4,25.32911360813155
POS-05611,2023-02-11,Pokhara-Lakeside,Baidam Street 6,Solar-Battery,2,3569.722522106792
POS-05612,2023-03-20,Pokhara-Lakeside,Baidam Street 6,Gaming-Console,3,1205.6414247343512
POS-05613,2023-09-07,Biratnagar-Main,Hospital Rd,Smart-Hub,7,1466.815811175298
POS-05614,2023-03-04,Kathmandu-DurbarMarg,King's Way 101,Gaming-Console,8,3412.099061872366
POS-05615,2023-09-13,Butwal-Chowk,Traffic Chowk E,VR-Headset,7,3658.9647914766197
POS-05616,2023-03-02,Lalitpur-Patan,Pulchowk Rd,Solar-Battery,8,3766.759210846976
POS-05617,2023-10-10,Lalitpur-Patan,Pulchowk Rd,Gaming-Console,4,613.0215368492802
POS-05618,2023-09-19,Lalitpur-Patan,Pulchowk Rd,VR-Headset,7,2935.826644596258
POS-05619,2023-06-28,Pokhara-Lakeside,Baidam Street 6,VR-Headset,6,4101.580032999469
POS-05620,2023-03-31,Butwal-Chowk,Traffic Chowk E,4K-TV,4,1030.270266232524
POS-05621,2023-06-07,Butwal-Chowk,Traffic Chowk E,Gaming-Console,6,4923.607850809438
POS-05622,2023-06-08,Kathmandu-DurbarMarg,King's Way 101,Smart-Hub,7,4077.261484114052
POS-05623,2023-10-16,Biratnagar-Main,Hospital Rd,Smart-Hub,7,2770.6018079511673
POS-05624,2023-12-19,Pokhara-Lakeside,Baidam Street 6,Gaming-Console,3,2789.080078965942
POS-05625,2023-05-08,Biratnagar-Main,Hospital Rd,Solar-Battery,4,2540.9873851307007
POS-05626,2023-02-20,Biratnagar-Main,Hospital Rd,4K-TV,9,1566.841943218374
POS-05627,2023-01-29,Lalitpur-Patan,Pulchowk Rd,Drone-HD,1,1304.6799104254296
POS-05628,2023-11-28,Biratnagar-Main,Hospital Rd,4K-TV,1,1440.3124961779183
POS-05629,2023-05-28,Butwal-Chowk,Traffic Chowk E,4K-TV,2,3817.630605463774
POS-05630,2023-07-04,Butwal-Chowk,Traffic Chowk E,VR-Headset,9,1461.4666570590948
POS-05631,2023-06-25,Biratnagar-Main,Hospital Rd,Solar-Battery,1,2909.103723217125
POS-05632,2023-05-15,Biratnagar-Main,Hospital Rd,4K-TV,3,4819.89182148688
POS-05633,2023-04-17,Biratnagar-Main,Hospital Rd,Solar-Battery,4,177.51342309648413
POS-05634,2023-01-10,Biratnagar-Main,Hospital Rd,Drone-HD,5,1564.7238557524702
POS-05635,2023-05-17,Butwal-Chowk,Traffic Chowk E,VR-Headset,1,3820.469778572341
POS-05636,2023-11-16,Butwal-Chowk,Traffic Chowk E,Smart-Hub,7,3386.465100382637
POS-05637,2023-08-08,Pokhara-Lakeside,Baidam Street 6,4K-TV,5,513.8405394890311
POS-05638,2023-05-09,Butwal-Chowk,Traffic Chowk E,Solar-Battery,6,2851.935640717087
POS-05639,2023-06-30,Lalitpur-Patan,Pulchowk Rd,Drone-HD,2,2629.8100139337957
POS-05640,2023-06-19,Butwal-Chowk,Traffic Chowk E,4K-TV,4,4193.766789325129
POS-05641,2023-04-24,Lalitpur-Patan,Pulchowk Rd,Drone-HD,1,998.0917748678726
POS-05642,2023-05-17,Kathmandu-DurbarMarg,King's Way 101,Smart-Hub,4,2311.122538081264
POS-05643,2023-07-01,Lalitpur-Patan,Pulchowk Rd,4K-TV,6,4854.976847667735
POS-05644,2023-12-25,Pokhara-Lakeside,Baidam Street 6,Drone-HD,4,98.394340183146
POS-05645,2023-04-12,Kathmandu-DurbarMarg,King's Way 101,Solar-Battery,1,3586.3605801742247
POS-05646,2023-12-13,Kathmandu-DurbarMarg,King's Way 101,4K-TV,7,2670.4978872697384
POS-05647,2023-02-25,Lalitpur-Patan,Pulchowk Rd,Gaming-Console,9,3405.1458171492686
POS-05648,2023-02-09,Biratnagar-Main,Hospital Rd,Solar-Battery,5,4703.152041233117
POS-05649,2023-08-09,Kathmandu-DurbarMarg,King's Way 101,VR-Headset,9,1999.9176584111851
POS-05650,2023-10-18,Butwal-Chowk,Traffic Chowk E,VR-Headset,5,4523.253046019218
POS-05651,2023-10-10,Biratnagar-Main,Hospital Rd,Drone-HD,6,3615.1355419195584
POS-05652,2023-08-10,Pokhara-Lakeside,Baidam Street 6,Drone-HD,6,2838.992944185892
POS-05653,2023-04-01,Pokhara-Lakeside,Baidam Street 6,4K-TV,3,2685.6090494329687
POS-05654,2023-05-03,Biratnagar-Main,Hospital Rd,VR-Headset,3,1443.8436543388507
POS-05655,2023-08-26,Butwal-Chowk,Traffic Chowk E,Gaming-Console,4,2616.896026025193
POS-05656,2023-05-28,Lalitpur-Patan,Pulchowk Rd,Smart-Hub,1,1239.269544306968
POS-05657,2023-04-22,Lalitpur-Patan,Pulchowk Rd,VR-Headset,2,2468.3897079302305
POS-05658,2023-01-16,Kathmandu-DurbarMarg,King's Way 101,Solar-Battery,7,3483.146269508588
POS-05659,2023-10-02,Lalitpur-Patan,Pulchowk Rd,4K-TV,5,2995.765567725748
POS-05660,2023-09-09,Kathmandu-DurbarMarg,King's Way 101,Solar-Battery,7,352.47813001631175
POS-05661,2023-12-14,Pokhara-Lakeside,Baidam Street 6,Drone-HD,6,3307.7935111853158
POS-05662,2023-06-04,Kathmandu-DurbarMarg,King's Way 101,Solar-Battery,4,2820.5277026235203
POS-05663,2023-11-22,Lalitpur-Patan,Pulchowk Rd,Smart-Hub,7,4308.166137917878
POS-05664,2023-12-15,Pokhara-Lakeside,Baidam Street 6,Gaming-Console,7,3687.028330556053
POS-05665,2023-04-05,Lalitpur-Patan,Pulchowk Rd,4K-TV,9,205.3739162339972
POS-05666,2023-10-08,Lalitpur-Patan,Pulchowk Rd,4K-TV,8,3074.605926691563
POS-05667,2023-02-28,Lalitpur-Patan,Pulchowk Rd,Drone-HD,8,2983.2162504932476
POS-05668,2023-10-03,Butwal-Chowk,Traffic Chowk E,Drone-HD,1,2619.7797736696275
POS-05669,2023-11-25,Kathmandu-DurbarMarg,King's Way 101,Smart-Hub,8,3819.6905594206614
POS-05670,2023-11-28,Biratnagar-Main,Hospital Rd,Gaming-Console,3,3229.676845508492
POS-05671,2023-06-25,Lalitpur-Patan,Pulchowk Rd,Smart-Hub,9,27.93174588358127
POS-05672,2023-09-02,Butwal-Chowk,Traffic Chowk E,Drone-HD,4,522.0575960507681
POS-05673,2023-02-01,Butwal-Chowk,Traffic Chowk E,Solar-Battery,8,2068.4063982137036
POS-05674,2023-06-25,Kathmandu-DurbarMarg,King's Way 101,Gaming-Console,7,286.6140176199212
POS-05675,2023-01-08,Lalitpur-Patan,Pulchowk Rd,Smart-Hub,1,4383.679822938808
POS-05676,2023-01-24,Lalitpur-Patan,Pulchowk Rd,Drone-HD,9,4670.334325195355
POS-05677,2023-01-27,Kathmandu-DurbarMarg,King's Way 101,Smart-Hub,9,359.24707876350925
POS-05678,2023-01-19,Biratnagar-Main,Hospital Rd,Solar-Battery,7,2042.4347935930905
POS-05679,2023-09-20,Lalitpur-Patan,Pulchowk Rd,Drone-HD,6,1123.3553909250275
POS-05680,2023-11-11,Pokhara-Lakeside,Baidam Street 6,Gaming-Console,3,2024.6008385696396
POS-05681,2023-11-27,Lalitpur-Patan,Pulchowk Rd,Solar-Battery,2,4648.394395365744
POS-05682,2023-04-30,Lalitpur-Patan,Pulchowk Rd,Smart-Hub,8,1749.945453507295
POS-05683,2023-01-09,Kathmandu-DurbarMarg,King's Way 101,Gaming-Console,2,3808.0209783825476
POS-05684,2023-09-14,Pokhara-Lakeside,Baidam Street 6,4K-TV,1,2915.3715924787007
POS-05685,2023-07-05,Biratnagar-Main,Hospital Rd,4K-TV,6,2342.8268719258904
POS-05686,2023-02-06,Butwal-Chowk,Traffic Chowk E,Gaming-Console,1,1493.3074865148844
POS-05687,2023-08-17,Pokhara-Lakeside,Baidam Street 6,Solar-Battery,5,2368.75885001938
POS-05688,2023-06-26,Pokhara-Lakeside,Baidam Street 6,Drone-HD,2,4519.014527034767
POS-05689,2023-05-26,Butwal-Chowk,Traffic Chowk E,Smart-Hub,9,1582.1698158228182
POS-05690,2023-09-07,Kathmandu-DurbarMarg,King's Way 101,Gaming-Console,3,836.3706529908836
POS-05691,2023-04-20,Lalitpur-Patan,Pulchowk Rd,VR-Headset,5,3247.4356417071654
POS-05692,2023-01-11,Pokhara-Lakeside,Baidam Street 6,Gaming-Console,5,2276.9531143478343
POS-05693,2023-06-24,Biratnagar-Main,Hospital Rd,4K-TV,9,2253.0867365284753
POS-05694,2023-09-26,Lalitpur-Patan,Pulchowk Rd,VR-Headset,4,4844.207333714975
POS-05695,2023-07-06,Kathmandu-DurbarMarg,King's Way 101,Solar-Battery,9,3720.57166431148
POS-05696,2023-12-05,Biratnagar-Main,Hospital Rd,VR-Headset,6,2158.112519925155
POS-05697,2023-10-21,Butwal-Chowk,Traffic Chowk E,4K-TV,9,680.3165861137534
POS-05698,2023-11-13,Pokhara-Lakeside,Baidam Street 6,VR-Headset,8,675.1602970186678
POS-05699,2023-06-01,Biratnagar-Main,Hospital Rd,Solar-Battery,1,1338.04109783413
POS-05700,2023-01-02,Kathmandu-DurbarMarg,King's Way 101,VR-Headset,3,4810.44401673574
POS-05701,2023-10-29,Pokhara-Lakeside,Baidam Street 6,Gaming-Console,2,1509.739834134517
POS-05702,2023-02-14,Kathmandu-DurbarMarg,King's Way 101,4K-TV,3,1723.2817566307342
POS-05703,2023-10-22,Lalitpur-Patan,Pulchowk Rd,Gaming-Console,8,-26.803647099432965
POS-05704,2023-04-08,Biratnagar-Main,Hospital Rd,Solar-Battery,2,-26.561807256823855
POS-05705,2023-07-27,Kathmandu-DurbarMarg,King's Way 101,Gaming-Console,1,2542.7853756347918
POS-05706,2023-07-23,Pokhara-Lakeside,Baidam Street 6,Smart-Hub,9,1952.0928304087602
POS-05707,2023-12-12,Biratnagar-Main,Hospital Rd,Drone-HD,8,2976.372271052463
POS-05708,2023-02-25,Biratnagar-Main,Hospital Rd,Smart-Hub,5,2645.718318577213
POS-05709,2023-06-27,Pokhara-Lakeside,Baidam Street 6,Solar-Battery,7,4045.7567482323757
POS-05710,2023-06-14,Kathmandu-DurbarMarg,King's Way 101,Drone-HD,1,4529.442057557031
POS-05711,2023-05-24,Pokhara-Lakeside,Baidam Street 6,4K-TV,9,1016.180952969703
POS-05712,2023-04-21,Biratnagar-Main,Hospital Rd,4K-TV,7,2898.9402182190547
POS-05713,2023-12-10,Pokhara-Lakeside,Baidam Street 6,Solar-Battery,9,4401.616548922578
POS-05714,2023-11-01,Biratnagar-Main,Hospital Rd,Smart-Hub,2,3715.1768828702743
POS-05715,2023-12-04,Butwal-Chowk,Traffic Chowk E,VR-Headset,3,2348.728763525489
POS-05716,2023-10-10,Biratnagar-Main,Hospital Rd,Smart-Hub,8,803.7835445867561
POS-05717,2023-02-18,Biratnagar-Main,Hospital Rd,Solar-Battery,1,3771.0170702045357
POS-05718,2023-02-07,Pokhara-Lakeside,Baidam Street 6,Drone-HD,1,3014.4119088181524
POS-05719,2023-06-09,Butwal-Chowk,Traffic Chowk E,Solar-Battery,7,4373.277791722717
POS-05720,2023-11-05,Butwal-Chowk,Traffic Chowk E,Drone-HD,1,3052.493297608396
POS-05721,2023-12-26,Pokhara-Lakeside,Baidam Street 6,4K-TV,7,-10.02000183105369
POS-05722,2023-06-14,Butwal-Chowk,Traffic Chowk E,VR-Headset,9,1164.8894390965356
POS-05723,2023-08-02,Pokhara-Lakeside,Baidam Street 6,Solar-Battery,8,568.6306581364404
POS-05724,2023-11-29,Kathmandu-DurbarMarg,King's Way 101,Smart-Hub,1,889.3149762758834
POS-05725,2023-09-14,Lalitpur-Patan,Pulchowk Rd,Drone-HD,4,3207.9635410929727
POS-05726,2023-01-03,Lalitpur-Patan,Pulchowk Rd,4K-TV,1,4921.659496496113
POS-05727,2023-10-29,Butwal-Chowk,Traffic Chowk E,4K-TV,4,3031.8789787349833
POS-05728,2023-07-06,Biratnagar-Main,Hospital Rd,Gaming-Console,1,1142.113841807081
POS-05729,2023-11-12,Kathmandu-DurbarMarg,King's Way 101,Solar-Battery,5,3142.5903426305376
POS-05730,2023-02-02,Lalitpur-Patan,Pulchowk Rd,Smart-Hub,9,4537.526995828347
POS-05731,2023-11-19,Kathmandu-DurbarMarg,King's Way 101,Solar-Battery,6,4051.593728035047
POS-05732,2023-09-18,Kathmandu-DurbarMarg,King's Way 101,Gaming-Console,8,3485.7807359668254
POS-05733,2023-01-05,Biratnagar-Main,Hospital Rd,Gaming-Console,6,-42.054173536486
POS-05734,2023-04-13,Lalitpur-Patan,Pulchowk Rd,Drone-HD,1,234.22860759910537
POS-05735,2023-05-19,Kathmandu-DurbarMarg,King's Way 101,4K-TV,1,3356.5534843920223
POS-05736,2023-04-21,Kathmandu-DurbarMarg,King's Way 101,VR-Headset,4,4953.545835539699
POS-05737,2023-02-16,Biratnagar-Main,Hospital Rd,VR-Headset,8,665.0086465683382
POS-05738,2023-05-06,Lalitpur-Patan,Pulchowk Rd,Gaming-Console,9,4096.372112845458
POS-05739,2023-01-26,Biratnagar-Main,Hospital Rd,Drone-HD,9,453.0840212963518
POS-05740,2023-03-22,Pokhara-Lakeside,Baidam Street 6,Solar-Battery,4,1253.695912508003
POS-05741,2023-12-20,Butwal-Chowk,Traffic Chowk E,Solar-Battery,1,4111.8075494627055
POS-05742,2023-02-01,Kathmandu-DurbarMarg,King's Way 101,Gaming-Console,2,4481.458531330632
POS-05743,2023-07-16,Kathmandu-DurbarMarg,King's Way 101,Smart-Hub,4,1640.9025941514774
POS-05744,2023-01-11,Butwal-Chowk,Traffic Chowk E,Smart-Hub,2,1645.0737827911962
POS-05745,2023-06-25,Butwal-Chowk,Traffic Chowk E,VR-Headset,3,649.6285668434437
POS-05746,2023-02-27,Butwal-Chowk,Traffic Chowk E,4K-TV,5,3668.322707824404
POS-05747,2023-02-24,Kathmandu-DurbarMarg,King's Way 101,Drone-HD,2,779.2993886171689
POS-05748,2023-04-15,Kathmandu-DurbarMarg,King's Way 101,Gaming-Console,7,848.0301152003065
POS-05749,2023-11-29,Lalitpur-Patan,Pulchowk Rd,Drone-HD,4,4502.192761404834
POS-05750,2023-10-09,Biratnagar-Main,Hospital Rd,Gaming-Console,8,-31.417655506457848
POS-05751,2023-09-23,Pokhara-Lakeside,Baidam Street 6,Smart-Hub,4,4832.285322435126
POS-05752,2023-07-08,Butwal-Chowk,Traffic Chowk E,Drone-HD,9,4504.766940637781
POS-05753,2023-05-19,Butwal-Chowk,Traffic Chowk E,Smart-Hub,8,4380.567947154763
POS-05754,2023-03-12,Butwal-Chowk,Traffic Chowk E,Solar-Battery,9,331.40616229632013
POS-05755,2023-05-08,Lalitpur-Patan,Pulchowk Rd,VR-Headset,1,508.4276052249496
POS-05756,2023-01-27,Pokhara-Lakeside,Baidam Street 6,Smart-Hub,4,516.7081104770527
POS-05757,2023-09-07,Kathmandu-DurbarMarg,King's Way 101,4K-TV,3,1316.8819303512828
POS-05758,2023-05-12,Kathmandu-DurbarMarg,King's Way 101,VR-Headset,1,3341.618782506204
POS-05759,2023-04-27,Pokhara-Lakeside,Baidam Street 6,Smart-Hub,1,2613.6171752826476
POS-05760,2023-03-17,Kathmandu-DurbarMarg,King's Way 101,Drone-HD,6,742.4661965515336
POS-05761,2023-09-27,Butwal-Chowk,Traffic Chowk E,Drone-HD,8,4916.233452942435
POS-05762,2023-09-21,Biratnagar-Main,Hospital Rd,Smart-Hub,9,4294.599954246785
POS-05763,2023-04-16,Butwal-Chowk,Traffic Chowk E,VR-Headset,8,2856.536674463959
POS-05764,2023-06-06,Pokhara-Lakeside,Baidam Street 6,VR-Headset,3,2636.3569597010237
POS-05765,2023-08-16,Lalitpur-Patan,Pulchowk Rd,Gaming-Console,2,4767.082347271718
POS-05766,2023-03-17,Biratnagar-Main,Hospital Rd,4K-TV,1,2639.2028897721098
POS-05767,2023-03-22,Butwal-Chowk,Traffic Chowk E,4K-TV,1,3154.3882269392566
POS-05768,2023-01-08,Lalitpur-Patan,Pulchowk Rd,VR-Headset,2,4699.0216380355005
POS-05769,2023-08-06,Pokhara-Lakeside,Baidam Street 6,4K-TV,9,4679.057170059212
POS-05770,2023-10-14,Kathmandu-DurbarMarg,King's Way 101,Gaming-Console,1,721.5231792626566
POS-05771,2023-05-04,Kathmandu-DurbarMarg,King's Way 101,Gaming-Console,4,1177.9788611737622
POS-05772,2023-09-04,Pokhara-Lakeside,Baidam Street 6,VR-Headset,4,1758.947039393473
POS-05773,2023-08-31,Biratnagar-Main,Hospital Rd,Drone-HD,5,2569.9355166476
POS-05774,2023-07-01,Biratnagar-Main,Hospital Rd,VR-Headset,7,4043.7533216308475
POS-05775,2023-04-20,Kathmandu-DurbarMarg,King's Way 101,Solar-Battery,9,931.9511337146093
POS-05776,2023-02-18,Butwal-Chowk,Traffic Chowk E,VR-Headset,4,2537.6073328707203
POS-05777,2023-07-29,Butwal-Chowk,Traffic Chowk E,Smart-Hub,6,2320.730024948132
POS-05778,2023-04-25,Pokhara-Lakeside,Baidam Street 6,VR-Headset,5,2922.7262289798264
POS-05779,2023-01-15,Butwal-Chowk,Traffic Chowk E,Smart-Hub,6,3529.157466758202
POS-05780,2023-01-03,Lalitpur-Patan,Pulchowk Rd,Drone-HD,6,3038.7426481860603
POS-05781,2023-01-28,Lalitpur-Patan,Pulchowk Rd,Drone-HD,9,2131.770275024448
POS-05782,2023-04-26,Kathmandu-DurbarMarg,King's Way 101,Solar-Battery,5,4713.036207491734
POS-05783,2023-01-31,Kathmandu-DurbarMarg,King's Way 101,Drone-HD,6,752.6247644776464
POS-05784,2023-01-31,Biratnagar-Main,Hospital Rd,Gaming-Console,6,3542.731545310148
POS-05785,2023-12-11,Butwal-Chowk,Traffic Chowk E,Drone-HD,3,3927.675847873586
POS-05786,2023-06-12,Butwal-Chowk,Traffic Chowk E,4K-TV,3,3674.561680036409
POS-05787,2023-05-11,Kathmandu-DurbarMarg,King's Way 101,Smart-Hub,1,2997.2776178155
POS-05788,2023-05-18,Butwal-Chowk,Traffic Chowk E,Gaming-Console,3,1877.772774590913
POS-05789,2023-11-23,Butwal-Chowk,Traffic Chowk E,Smart-Hub,1,3122.8458526838053
POS-05790,2023-03-05,Pokhara-Lakeside,Baidam Street 6,Drone-HD,6,3725.5465850548926
POS-05791,2023-04-08,Kathmandu-DurbarMarg,King's Way 101,Solar-Battery,4,3447.6971067777085
POS-05792,2023-05-31,Biratnagar-Main,Hospital Rd,Gaming-Console,4,1562.772358659168
POS-05793,2023-03-30,Biratnagar-Main,Hospital Rd,Smart-Hub,2,3531.109647572604
POS-05794,2023-05-04,Lalitpur-Patan,Pulchowk Rd,Drone-HD,6,3549.4607968637542
POS-05795,2023-06-25,Kathmandu-DurbarMarg,King's Way 101,Solar-Battery,8,3354.4457437931305
POS-05796,2023-02-14,Biratnagar-Main,Hospital Rd,Smart-Hub,6,311.4701704054185
POS-05797,2023-11-30,Lalitpur-Patan,Pulchowk Rd,Solar-Battery,6,4172.545170215376
POS-05798,2023-03-10,Pokhara-Lakeside,Baidam Street 6,Gaming-Console,7,484.6546011160234
POS-05799,2023-12-02,Pokhara-Lakeside,Baidam Street 6,VR-Headset,5,4194.056921525134
POS-05800,2023-07-13,Pokhara-Lakeside,Baidam Street 6,VR-Headset,8,1246.7500855042356
POS-05801,2023-08-22,Butwal-Chowk,Traffic Chowk E,Smart-Hub,3,972.4189727592748
POS-05802,2023-09-10,Lalitpur-Patan,Pulchowk Rd,4K-TV,2,521.1039107726632
POS-05803,2023-11-05,Butwal-Chowk,Traffic Chowk E,4K-TV,4,3191.079432249797
POS-05804,2023-04-03,Pokhara-Lakeside,Baidam Street 6,Solar-Battery,6,36.94256493348905
POS-05805,2023-03-18,Pokhara-Lakeside,Baidam Street 6,Smart-Hub,2,-85.90559440151986
POS-05806,2023-10-30,Pokhara-Lakeside,Baidam Street 6,Solar-Battery,2,1055.8106860847697
POS-05807,2023-09-26,Biratnagar-Main,Hospital Rd,VR-Headset,8,1771.5432599379942
POS-05808,2023-10-17,Biratnagar-Main,Hospital Rd,VR-Headset,9,2524.45204988337
POS-05809,2023-12-14,Pokhara-Lakeside,Baidam Street 6,Solar-Battery,6,3770.504840734848
POS-05810,2023-06-16,Pokhara-Lakeside,Baidam Street 6,Solar-Battery,4,1495.2518800492378
POS-05811,2023-03-16,Butwal-Chowk,Traffic Chowk E,4K-TV,4,1477.4285357834208
POS-05812,2023-04-26,Kathmandu-DurbarMarg,King's Way 101,Smart-Hub,5,1963.1560281124548
POS-05813,2023-09-10,Lalitpur-Patan,Pulchowk Rd,Smart-Hub,9,3293.954737052718
POS-05814,2023-11-20,Butwal-Chowk,Traffic Chowk E,Smart-Hub,6,4199.762288096066
POS-05815,2023-04-04,Biratnagar-Main,Hospital Rd,Drone-HD,2,170.26242577536397
POS-05816,2023-01-24,Pokhara-Lakeside,Baidam Street 6,4K-TV,7,258.57884891490846
POS-05817,2023-06-21,Biratnagar-Main,Hospital Rd,Gaming-Console,5,2844.719164407111
POS-05818,2023-07-03,Lalitpur-Patan,Pulchowk Rd,Gaming-Console,8,1039.2219289799123
POS-05819,2023-03-01,Biratnagar-Main,Hospital Rd,Solar-Battery,9,2580.1522709499955
POS-05820,2023-02-26,Pokhara-Lakeside,Baidam Street 6,4K-TV,9,1212.4106668969737
POS-05821,2023-12-05,Butwal-Chowk,Traffic Chowk E,VR-Headset,3,388.70693814297573
POS-05822,2023-12-22,Biratnagar-Main,Hospital Rd,Gaming-Console,3,4932.783572509188
POS-05823,2023-10-15,Butwal-Chowk,Traffic Chowk E,Drone-HD,6,1927.16134198773
POS-05824,2023-12-02,Pokhara-Lakeside,Baidam Street 6,Gaming-Console,8,895.4742514630442
POS-05825,2023-01-13,Lalitpur-Patan,Pulchowk Rd,Smart-Hub,4,3713.174445210723
POS-05826,2023-06-23,Kathmandu-DurbarMarg,King's Way 101,VR-Headset,8,3496.067632463032
POS-05827,2023-01-27,Butwal-Chowk,Traffic Chowk E,VR-Headset,5,4300.839136353994
POS-05828,2023-01-04,Butwal-Chowk,Traffic Chowk E,Gaming-Console,5,1384.5475624076475
POS-05829,2023-06-01,Biratnagar-Main,Hospital Rd,Drone-HD,3,1397.0582995428958
POS-05830,2023-03-11,Pokhara-Lakeside,Baidam Street 6,Drone-HD,8,1034.845905219078
POS-05831,2023-05-18,Pokhara-Lakeside,Baidam Street 6,Solar-Battery,7,1708.8070030805266
POS-05832,2023-01-03,Pokhara-Lakeside,Baidam Street 6,VR-Headset,9,1306.9597863806475
POS-05833,2023-04-29,Lalitpur-Patan,Pulchowk Rd,VR-Headset,1,1028.2346393814964
POS-05834,2023-08-29,Biratnagar-Main,Hospital Rd,4K-TV,8,2320.5138433209263
POS-05835,2023-08-15,Kathmandu-DurbarMarg,King's Way 101,4K-TV,1,3672.1498525868974
POS-05836,2023-06-01,Kathmandu-DurbarMarg,King's Way 101,VR-Headset,6,1123.5668279947374
POS-05837,2023-09-08,Butwal-Chowk,Traffic Chowk E,VR-Headset,3,2756.351904714832
POS-05838,2023-05-29,Kathmandu-DurbarMarg,King's Way 101,Drone-HD,7,3309.3513447850196
POS-05839,2023-11-17,Biratnagar-Main,Hospital Rd,Drone-HD,4,3814.5752755838207
POS-05840,2023-11-18,Kathmandu-DurbarMarg,King's Way 101,Gaming-Console,2,3888.449396828341
POS-05841,2023-11-29,Pokhara-Lakeside,Baidam Street 6,Drone-HD,7,3862.0886337558754
POS-05842,2023-12-18,Kathmandu-DurbarMarg,King's Way 101,Gaming-Console,3,3169.1786201004043
POS-05843,2023-05-15,Pokhara-Lakeside,Baidam Street 6,VR-Headset,3,3587.712217260689
POS-05844,2023-11-03,Lalitpur-Patan,Pulchowk Rd,Solar-Battery,4,4952.827998774015
POS-05845,2023-10-31,Pokhara-Lakeside,Baidam Street 6,VR-Headset,5,4050.2141287971745
POS-05846,2023-03-05,Butwal-Chowk,Traffic Chowk E,VR-Headset,8,581.8991453084001
POS-05847,2023-09-17,Lalitpur-Patan,Pulchowk Rd,VR-Headset,7,1821.2072395916912
POS-05848,2023-10-31,Lalitpur-Patan,Pulchowk Rd,4K-TV,5,3804.1577317159013
POS-05849,2023-04-10,Lalitpur-Patan,Pulchowk Rd,Drone-HD,6,411.0716412174137
POS-05850,2023-04-29,Butwal-Chowk,Traffic Chowk E,Smart-Hub,4,1504.3329727777077
POS-05851,2023-11-21,Kathmandu-DurbarMarg,King's Way 101,VR-Headset,3,2836.3702332517328
POS-05852,2023-11-03,Pokhara-Lakeside,Baidam Street 6,Gaming-Console,3,2284.6980164426154
POS-05853,2023-07-21,Kathmandu-DurbarMarg,King's Way 101,Solar-Battery,4,1539.9508585161857
POS-05854,2023-10-26,Pokhara-Lakeside,Baidam Street 6,Solar-Battery,4,4364.952120850384
POS-05855,2023-05-29,Kathmandu-DurbarMarg,King's Way 101,VR-Headset,3,3627.1808413134313
POS-05856,2023-03-12,Lalitpur-Patan,Pulchowk Rd,4K-TV,5,784.2714918777169
POS-05857,2023-06-13,Biratnagar-Main,Hospital Rd,4K-TV,6,1985.742023375783
POS-05858,2023-11-12,Butwal-Chowk,Traffic Chowk E,Smart-Hub,5,37.667786683090554
POS-05859,2023-03-06,Butwal-Chowk,Traffic Chowk E,Smart-Hub,2,4583.37421103127
POS-05860,2023-07-18,Biratnagar-Main,Hospital Rd,Gaming-Console,3,1764.48497515847
POS-05861,2023-10-26,Pokhara-Lakeside,Baidam Street 6,Smart-Hub,3,18.1117681206146
POS-05862,2023-03-01,Biratnagar-Main,Hospital Rd,Drone-HD,4,1067.3922567702755
POS-05863,2023-03-19,Biratnagar-Main,Hospital Rd,Drone-HD,5,2445.046996544242
POS-05864,2023-02-18,Butwal-Chowk,Traffic Chowk E,4K-TV,5,2787.240845144172
POS-05865,2023-07-31,Butwal-Chowk,Traffic Chowk E,Smart-Hub,7,3452.932549976742
POS-05866,2023-09-04,Kathmandu-DurbarMarg,King's Way 101,Solar-Battery,3,1339.2807413310493
POS-05867,2023-10-20,Pokhara-Lakeside,Baidam Street 6,Smart-Hub,4,3058.7667835672178
POS-05868,2023-09-28,Lalitpur-Patan,Pulchowk Rd,VR-Headset,2,1236.6148989048218
POS-05869,2023-08-28,Lalitpur-Patan,Pulchowk Rd,Solar-Battery,5,3228.959056189552
POS-05870,2023-07-29,Lalitpur-Patan,Pulchowk Rd,Drone-HD,4,3432.0833148080137
